oid,dataset_id,provider_name,Species,common_name,lat,lon,date,year,date_string
17812736,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.5,165.0,1/14/2008,2008,20080114
17812737,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.60,165.4,2/28/2004,2004,20040228
17812741,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.79,165,1/10/2008,2008,20080110
17812742,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.79,165.3,1/12/2008,2008,20080112
17812745,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.89,165,3/26/2010,2010,20100326
17812746,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.89,165.5,1/14/2008,2008,20080114
17812747,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35,165.0,1/12/2008,2008,20080112
17812748,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35,165.3,10/5/1997,1997,19971005
17812749,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.89,165.4,2/7/2008,2008,20080207
17812753,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.70,165.5,12/28/2012,2012,20121228
17812754,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.60,165.8,2/5/2008,2008,20080205
17812755,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.70,165.9,3/2/2008,2008,20080302
17812756,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.79,165.6,1/14/2008,2008,20080114
17812759,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35,165.6,2/9/2008,2008,20080209
17812760,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.10,166.3,1/1/2013,2013,20130101
17812761,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.10,166.5,2/10/2012,2012,20120210
17812762,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.20,166.4,3/8/2008,2008,20080308
17812763,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.29,166.4,1/26/2008,2008,20080126
17812764,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.5,166,3/12/2008,2008,20080312
17812766,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.20,166.5,4/5/2008,2008,20080405
17812769,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.5,166.5,1/19/2012,2012,20120119
17812770,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.39,166.8,12/26/2011,2011,20111226
17812771,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.5,166.3,12/12/2012,2012,20121212
17812772,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.70,166.3,2/13/2008,2008,20080213
17812773,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.60,166.3,1/19/2012,2012,20120119
17812775,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.70,166.0,12/12/2012,2012,20121212
17812776,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.79,166.3,2/3/2008,2008,20080203
17812777,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.89,166.0,1/16/2008,2008,20080116
17812778,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.79,166.0,2/3/2008,2008,20080203
17812779,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.89,166.3,2/9/2008,2008,20080209
17812782,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35,166.0,3/10/2008,2008,20080310
17812785,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.89,166.4,4/11/2008,2008,20080411
17812786,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.60,166.8,3/4/2008,2008,20080304
17812789,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.60,166.6,2/27/2008,2008,20080227
17812790,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.60,166.6,3/30/2010,2010,20100330
17812794,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.70,166.6,3/2/2008,2008,20080302
17812796,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.79,167,2/3/2008,2008,20080203
17812803,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34,167.1,2/15/2008,2008,20080215
17812809,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.20,167.5,1/7/2012,2012,20120107
17812810,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.29,167.0,2/15/2012,2012,20120215
17812816,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.39,167.1,3/8/2008,2008,20080308
17812821,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.29,167.5,1/7/2012,2012,20120107
17812822,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.29,167.8,1/9/2013,2013,20130109
17812823,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.39,167.8,2/19/2008,2008,20080219
17812824,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.60,167.0,2/1/2008,2008,20080201
17812825,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.60,167.3,1/24/2008,2008,20080124
17812827,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.70,167.3,2/5/2008,2008,20080205
17812833,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.79,167.4,2/3/2008,2008,20080203
17812834,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.79,167.5,1/18/2008,2008,20080118
17812835,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.89,167.1,1/24/2008,2008,20080124
17812840,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.89,167.4,3/2/2004,2004,20040302
17812841,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35,167.0,4/21/2008,2008,20080421
17812843,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.89,167.4,12/13/2011,2011,20111213
17812844,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.89,167.5,1/18/2008,2008,20080118
17812845,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.70,167.6,2/17/2008,2008,20080217
17812846,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.70,167.8,2/17/2008,2008,20080217
17812847,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.70,167.9,2/17/2008,2008,20080217
17812852,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35,167.5,11/9/2009,2009,20091109
17812858,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34,168.4,12/18/2011,2011,20111218
17812859,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.10,168,1/9/2013,2013,20130109
17812865,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.20,168.8,5/7/2008,2008,20080507
17812866,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.29,168.5,2/13/2008,2008,20080213
17812869,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.29,168.9,11/21/2009,2009,20091121
17812871,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.70,168.0,2/9/2008,2008,20080209
17812875,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35,168.1,2/7/2008,2008,20080207
17812881,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.79,168.8,6/25/2012,2012,20120625
17812882,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.79,168.9,6/24/2008,2008,20080624
17812883,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.89,168.6,2/15/2008,2008,20080215
17812886,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34,169.5,6/2/2008,2008,20080602
17812887,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.29,169.1,1/8/2010,2010,20100108
17812889,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.39,169.0,11/21/2009,2009,20091121
17812890,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.29,169.4,5/5/2008,2008,20080505
17812891,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34,169.5,12/23/2011,2011,20111223
17812900,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.20,170,5/31/2008,2008,20080531
17812901,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.20,169.8,2/22/2012,2012,20120222
17812903,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.29,170,1/17/2012,2012,20120117
17812906,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.39,169.8,2/27/2008,2008,20080227
17812910,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.39,169.5,2/23/2008,2008,20080223
17812911,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.5,170,1/17/2012,2012,20120117
17812918,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.79,169.1,1/4/2010,2010,20100104
17812921,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.79,169.5,2/28/2012,2012,20120228
17812922,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35,169,3/4/2004,2004,20040304
17812925,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35,169.1,3/4/2004,2004,20040304
17812926,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.89,169.3,4/19/2010,2010,20100419
17812932,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.79,169.8,1/5/2012,2012,20120105
17812937,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,34.89,170,4/6/2012,2012,20120406
17812938,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.10,160.1,12/31/2007,2007,20071231
17812939,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.10,160.3,12/25/2007,2007,20071225
17812940,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35,160.4,12/27/2007,2007,20071227
17812941,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.10,160.1,12/31/2007,2007,20071231
17812942,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.10,160.4,12/25/2011,2011,20111225
17812947,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.39,160.1,1/31/2012,2012,20120131
17812953,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.29,160.8,12/23/2007,2007,20071223
17812956,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.60,160.3,5/28/2012,2012,20120528
17812957,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.60,160.5,12/27/2007,2007,20071227
17812958,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.60,160.4,5/28/2012,2012,20120528
17812961,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.89,160.1,12/19/2007,2007,20071219
17812963,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.60,160.9,12/23/2007,2007,20071223
17812964,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.70,160.8,12/27/2007,2007,20071227
17812965,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.60,160.9,12/29/2007,2007,20071229
17812966,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.60,161,12/20/2011,2011,20111220
17812967,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.79,160.5,6/3/2010,2010,20100603
17812970,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.20,161.3,1/29/2012,2012,20120129
17812975,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.39,161.0,3/10/2010,2010,20100310
17812976,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35,162,1/2/2012,2012,20120102
17812977,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.20,161.5,1/2/2012,2012,20120102
17812978,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.39,161.6,6/12/2008,2008,20080612
17812979,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.60,161.4,12/25/2007,2007,20071225
17812981,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.60,161.4,12/25/2007,2007,20071225
17812984,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.79,161.0,1/26/2008,2008,20080126
17812985,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.70,161.4,6/18/2008,2008,20080618
17812989,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.79,161.3,6/3/2010,2010,20100603
17812991,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.60,161.5,6/16/2008,2008,20080616
17812992,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.60,161.6,6/16/2008,2008,20080616
17812993,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.70,161.9,1/28/2008,2008,20080128
17812994,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.89,161.5,3/19/2012,2012,20120319
17812995,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.79,161.9,6/6/2012,2012,20120606
17812996,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.29,162.8,3/12/2008,2008,20080312
17812997,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.29,162.9,3/12/2008,2008,20080312
17812998,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.29,162.6,1/30/2008,2008,20080130
17812999,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.29,162.9,1/17/2012,2012,20120117
17813001,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.60,162.0,1/18/2008,2008,20080118
17813002,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.70,162.1,1/28/2008,2008,20080128
17813003,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.89,162.0,5/30/2012,2012,20120530
17813004,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.89,162.5,6/28/2008,2008,20080628
17813007,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.60,162.6,7/6/2008,2008,20080706
17813008,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.70,162.6,7/6/2008,2008,20080706
17813009,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.70,163,7/2/2008,2008,20080702
17813012,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.79,162.5,7/10/2008,2008,20080710
17813013,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.89,162.9,1/6/2008,2008,20080106
17813021,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.20,163.9,2/6/2012,2012,20120206
17813022,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.20,163.9,2/6/2012,2012,20120206
17813024,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.29,163.6,2/26/2004,2004,20040226
17813026,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.39,163.5,3/14/2010,2010,20100314
17813030,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.60,163.3,1/14/2008,2008,20080114
17813031,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.89,163.0,12/16/2011,2011,20111216
17813032,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36,163.0,1/22/2008,2008,20080122
17813036,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.5,163.5,2/26/2004,2004,20040226
17813037,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.5,163.9,1/10/2008,2008,20080110
17813038,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.60,164,1/27/2011,2011,20110127
17813039,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.60,163.6,1/10/2008,2008,20080110
17813040,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.70,163.6,1/17/2012,2012,20120117
17813041,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.89,163.6,1/13/2012,2012,20120113
17813042,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.20,164.4,1/16/2008,2008,20080116
17813043,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.20,164.5,1/16/2008,2008,20080116
17813044,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.29,164.1,1/26/2008,2008,20080126
17813045,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35,165,1/10/2008,2008,20080110
17813046,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.20,164.5,1/16/2008,2008,20080116
17813047,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.20,164.9,4/15/2008,2008,20080415
17813049,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.20,164.6,1/28/2008,2008,20080128
17813053,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.39,165,1/14/2008,2008,20080114
17813054,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.5,164.5,1/6/2008,2008,20080106
17813057,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.5,164.3,12/29/2007,2007,20071229
17813060,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.70,164.0,2/8/2012,2012,20120208
17813061,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.60,164.1,1/9/2012,2012,20120109
17813065,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.89,164.0,1/6/2008,2008,20080106
17813066,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.89,164.0,1/13/2012,2012,20120113
17813069,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.5,164.8,1/12/2010,2010,20100112
17813070,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.60,164.9,1/12/2010,2010,20100112
17813072,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.70,164.8,1/12/2010,2010,20100112
17813073,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36,164.5,6/6/2009,2009,20090606
17813074,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36,160.5,12/13/2012,2012,20121213
17813075,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.20,160.3,1/10/2008,2008,20080110
17813076,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.29,160.4,12/16/2011,2011,20111216
17813081,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36,160.6,12/16/2011,2011,20111216
17813082,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36,161,12/13/2012,2012,20121213
17813083,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.10,160.8,1/4/2008,2008,20080104
17813087,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.29,160.9,1/7/2013,2013,20130107
17813088,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.39,160.6,12/13/2007,2007,20071213
17813089,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.39,160.9,1/4/2008,2008,20080104
17813093,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.60,160.9,6/9/2010,2010,20100609
17813096,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.70,160.9,1/12/2012,2012,20120112
17813097,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.60,161,12/15/2007,2007,20071215
17813098,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.70,160.5,12/11/2011,2011,20111211
17813099,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.79,160.6,1/12/2012,2012,20120112
17813101,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.79,160.8,6/12/2010,2010,20100612
17813102,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37,161,12/13/2011,2011,20111213
17813107,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.10,161,12/31/2007,2007,20071231
17813111,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.20,161.4,12/31/2007,2007,20071231
17813114,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.20,161.5,6/22/2008,2008,20080622
17813115,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.29,161.0,6/6/2010,2010,20100606
17813116,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.39,161.4,4/4/2012,2012,20120404
17813119,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.20,161.5,1/2/2008,2008,20080102
17813121,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.10,161.8,6/24/2008,2008,20080624
17813129,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.20,161.8,1/10/2008,2008,20080110
17813130,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.29,161.9,4/2/2012,2012,20120402
17813136,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.5,161.4,1/6/2008,2008,20080106
17813139,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.70,161.1,1/8/2008,2008,20080108
17813141,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.60,161.8,6/4/2012,2012,20120604
17813142,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.60,161.5,1/8/2008,2008,20080108
17813144,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.70,161.9,1/18/2008,2008,20080118
17813145,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.70,161.9,1/10/2008,2008,20080110
17813146,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.79,161.9,1/4/2008,2008,20080104
17813150,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36,162.0,12/16/2011,2011,20111216
17813151,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36,162.4,1/12/2008,2008,20080112
17813152,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36,162.4,1/12/2008,2008,20080112
17813153,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.10,162.0,6/26/2008,2008,20080626
17813154,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.10,162.4,6/30/2009,2009,20090630
17813155,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.29,162.4,12/12/2011,2011,20111212
17813156,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.29,162.5,12/12/2011,2011,20111212
