oid,dataset_id,provider_name,Species,common_name,lat,lon,date,year,date_string
10953947,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.100,43.20,3/29/2011,2011,20110329
10953952,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.599,43.70,8/4/2011,2011,20110804
10953953,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.599,43.70,8/4/2011,2011,20110804
10953956,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.900,43.89,4/2/2011,2011,20110402
10953957,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.800,44,8/4/2011,2011,20110804
10953959,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.100,44.89,11/9/2011,2011,20111109
10953960,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.100,44.89,11/9/2011,2011,20111109
10953961,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.100,44.89,11/9/2011,2011,20111109
10953962,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.200,44.89,11/9/2011,2011,20111109
10953963,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.299,44.89,11/10/2011,2011,20111110
10953967,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.800,44.20,11/25/2011,2011,20111125
10953968,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.900,44.20,11/25/2011,2011,20111125
10953970,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1,44,4/2/2011,2011,20110402
10953971,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1,44.10,8/4/2011,2011,20110804
10953973,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.599,44.79,11/26/2011,2011,20111126
10953976,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.699,44.60,11/26/2011,2011,20111126
10953977,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.599,44.79,11/26/2011,2011,20111126
10953984,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.100,44.29,11/25/2011,2011,20111125
10953989,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.3,44.5,11/24/2011,2011,20111124
10953990,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.399,44.5,11/24/2011,2011,20111124
10953992,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.5,44.79,11/24/2011,2011,20111124
10953997,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.200,45.39,11/27/2011,2011,20111127
10953998,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.299,45.20,11/27/2011,2011,20111127
10953999,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.400,45.10,11/27/2011,2011,20111127
10954001,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.100,45.70,11/27/2011,2011,20111127
10954002,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0,45.70,11/27/2011,2011,20111127
10954004,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.100,45.60,11/27/2011,2011,20111127
10954007,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.900,45.20,11/11/2011,2011,20111111
10954008,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.900,45.29,11/10/2011,2011,20111110
10954010,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1,45.20,11/11/2011,2011,20111111
10954012,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.400,49.60,1/22/2011,2011,20110122
10954013,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.299,49.70,1/21/2011,2011,20110121
10954018,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.399,45.5,11/11/2011,2011,20111111
10954019,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.600,45,11/23/2011,2011,20111123
10954020,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.7,45.10,11/23/2011,2011,20111123
10954023,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.8,45.29,11/23/2011,2011,20111123
10954024,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,2,45.39,8/6/2011,2011,20110806
10954026,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.600,45.79,11/12/2011,2011,20111112
10954028,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.7,45.89,11/12/2011,2011,20111112
10954029,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.7,46,11/12/2011,2011,20111112
10954030,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.899,45.70,11/22/2011,2011,20111122
10954031,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.8,46.10,11/12/2011,2011,20111112
10954034,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.899,47.79,11/14/2011,2011,20111114
10954036,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,2,47.60,11/14/2011,2011,20111114
10954042,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,2,48.5,4/4/2011,2011,20110404
10954043,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.7,49,4/2/2011,2011,20110402
10954047,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.5,49.29,4/1/2011,2011,20110401
10954048,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.100,49.79,3/31/2011,2011,20110331
10954049,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.5,49.20,4/2/2011,2011,20110402
10954051,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.899,49.89,12/8/2011,2011,20111208
10954052,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.899,49.89,12/8/2011,2011,20111208
10954054,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,2.299,45.89,8/6/2011,2011,20110806
10954055,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,2.100,46,11/22/2011,2011,20111122
10954057,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,2.299,46.29,11/22/2011,2011,20111122
10954058,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,2.299,46.39,11/22/2011,2011,20111122
10954060,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,2.399,46.20,8/6/2011,2011,20110806
10954061,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,2,46.60,11/13/2011,2011,20111113
10954063,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,2.299,47,11/19/2011,2011,20111119
10954065,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,2.5,46.60,11/21/2011,2011,20111121
10954066,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,2.5,46.29,8/6/2011,2011,20110806
10954069,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,2.700,46.39,8/7/2011,2011,20110807
10954070,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,2.600,46.60,11/20/2011,2011,20111120
10954071,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,2.799,46.60,8/7/2011,2011,20110807
10954073,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,2.100,47.20,11/13/2011,2011,20111113
10954074,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,2.100,47.10,11/13/2011,2011,20111113
10954075,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,2.200,47.29,11/18/2011,2011,20111118
10954082,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,2.200,47.20,11/18/2011,2011,20111118
10954092,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,2.399,47.89,4/5/2011,2011,20110405
10954093,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,2.799,47.39,4/6/2011,2011,20110406
10954094,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,3,47.29,4/7/2011,2011,20110407
10954096,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,2.200,48.10,4/4/2011,2011,20110404
10954097,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,2.200,48.10,4/4/2011,2011,20110404
10954099,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,2.299,49.70,12/8/2011,2011,20111208
10954100,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,2.299,49.79,12/8/2011,2011,20111208
10954101,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,2.299,49.79,12/8/2011,2011,20111208
10954102,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,2.600,49.79,12/9/2011,2011,20111209
10954114,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,3.5,47.70,8/8/2011,2011,20110808
10954115,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,3.5,47.20,12/20/2011,2011,20111220
10954116,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,3.5,47.39,12/20/2011,2011,20111220
10954119,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,3.799,47.39,12/21/2011,2011,20111221
10954120,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,3.899,47.5,12/22/2011,2011,20111222
10954123,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,3.600,47.89,8/9/2011,2011,20110809
10954124,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,3.700,48,8/9/2011,2011,20110809
10954126,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,3.700,48.10,8/9/2011,2011,20110809
10954128,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,3.799,48.29,8/9/2011,2011,20110809
10954146,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,4.5,48.10,4/21/2011,2011,20110421
10954149,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,4.799,48.29,12/25/2011,2011,20111225
10954150,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,4.799,48.20,12/26/2011,2011,20111226
10954153,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,4.900,49.20,8/11/2011,2011,20110811
10954154,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,5.099,48.39,12/27/2011,2011,20111227
10954159,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,5.200,48.60,4/25/2011,2011,20110425
10954160,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,5.299,48.5,12/28/2011,2011,20111228
10954163,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,5.299,48.60,12/29/2011,2011,20111229
10954169,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,5.900,48.89,12/31/2011,2011,20111231
10954173,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,5.400,49.60,8/11/2011,2011,20110811
10954175,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,5.700,49.20,4/26/2011,2011,20110426
10954176,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,5.5,49.70,8/11/2011,2011,20110811
10954177,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,5.599,49.79,8/12/2011,2011,20110812
10954178,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,5.799,49.89,8/12/2011,2011,20110812
10954180,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,6,49,1/1/2012,2012,20120101
10954181,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,6.099,49,1/1/2012,2012,20120101
10954182,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,6.099,49,1/1/2012,2012,20120101
10954184,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,6.299,49.10,1/2/2012,2012,20120102
10954185,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,6.299,49.10,1/3/2012,2012,20120103
10954186,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,6.299,49.20,1/3/2012,2012,20120103
10954187,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,6.400,49.10,1/3/2012,2012,20120103
10954188,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,6.5,49.39,1/4/2012,2012,20120104
10954190,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,6.799,49.5,1/4/2012,2012,20120104
10954191,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,6.799,49.29,1/5/2012,2012,20120105
10954196,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,7.599,49.79,1/9/2012,2012,20120109
10954197,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,7.599,49.79,1/10/2012,2012,20120110
10954205,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.100,50.39,12/5/2011,2011,20111205
10954213,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.599,50.39,3/30/2011,2011,20110330
10954214,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.599,50.39,3/29/2011,2011,20110329
10954215,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.699,50.29,3/30/2011,2011,20110330
10954218,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1,50.29,12/6/2011,2011,20111206
10954219,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.699,50.60,1/22/2011,2011,20110122
10954220,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.699,50.79,1/22/2011,2011,20110122
10954221,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.800,50.60,1/23/2011,2011,20110123
10954222,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.800,50.70,1/23/2011,2011,20110123
10954224,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.900,50.79,1/23/2011,2011,20110123
10954225,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.900,50.70,1/23/2011,2011,20110123
10954226,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0,51.39,3/27/2011,2011,20110327
10954227,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0,51.39,3/27/2011,2011,20110327
10954228,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.200,51.10,3/28/2011,2011,20110328
10954229,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.200,51.20,3/28/2011,2011,20110328
10954230,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.200,51,3/28/2011,2011,20110328
10954232,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.900,51,1/23/2011,2011,20110123
10954233,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1,51.39,1/24/2011,2011,20110124
10954235,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0,52.39,12/13/2010,2010,20101213
10954236,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.200,52.60,12/13/2010,2010,20101213
10954240,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.5,52.70,12/15/2010,2010,20101215
10954241,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.5,52.70,12/15/2010,2010,20101215
10954242,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.800,52.89,12/16/2010,2010,20101216
10954243,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1,52.60,12/16/2010,2010,20101216
10954255,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.800,53.20,12/16/2010,2010,20101216
10954257,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.900,53.20,11/27/2011,2011,20111127
10954260,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.699,53.89,12/18/2010,2010,20101218
10954261,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.699,53.79,12/17/2010,2010,20101217
10954262,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.699,53.89,12/18/2010,2010,20101218
10954263,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.100,55,12/20/2010,2010,20101220
10954264,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.200,54.60,12/19/2010,2010,20101219
10954265,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.200,55,12/20/2010,2010,20101220
10954268,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.699,54.20,12/18/2010,2010,20101218
10954269,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.800,54.79,12/19/2010,2010,20101219
10954275,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.100,50.29,12/7/2011,2011,20111207
10954277,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.2,50.29,12/7/2011,2011,20111207
10954278,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.3,50.20,12/7/2011,2011,20111207
10954279,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.5,50,12/7/2011,2011,20111207
10954281,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.7,50.10,12/7/2011,2011,20111207
10954286,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1,51.79,1/24/2011,2011,20110124
10954288,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.100,52.39,1/25/2011,2011,20110125
10954291,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.100,52.70,1/26/2011,2011,20110126
10954294,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.3,53,1/27/2011,2011,20110127
10954295,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.100,53.29,11/28/2011,2011,20111128
10954297,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.3,53,1/27/2011,2011,20110127
10954298,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.3,53.39,11/28/2011,2011,20111128
10954301,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.399,53.39,11/28/2011,2011,20111128
10954306,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.8,53.10,1/28/2011,2011,20110128
10954311,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1,54.79,12/5/2011,2011,20111205
10954312,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.2,54.70,12/4/2011,2011,20111204
10954321,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.7,54.29,12/3/2011,2011,20111203
10954326,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,2.700,53.10,1/30/2011,2011,20110130
10954327,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,2.799,53.20,1/30/2011,2011,20110130
10954328,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,2.899,53.20,1/30/2011,2011,20110130
10954329,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,3,53.20,1/31/2011,2011,20110131
10954330,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,3,53.20,1/31/2011,2011,20110131
10954335,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,3.600,53.29,2/1/2011,2011,20110201
10954336,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,3.799,53.20,2/1/2011,2011,20110201
10954337,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,3.899,53.20,2/2/2011,2011,20110202
10954338,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,4.099,53.10,2/2/2011,2011,20110202
10954339,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,4.099,53.20,2/2/2011,2011,20110202
10954343,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,4.400,53.5,2/4/2011,2011,20110204
10954350,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,4.400,53.89,2/6/2011,2011,20110206
10954354,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,4.5,54.10,2/7/2011,2011,20110207
10954358,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.100,55.10,12/21/2010,2010,20101221
10954360,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0,55.39,12/21/2010,2010,20101221
10954361,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.100,55,12/20/2010,2010,20101220
10954362,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.200,55.20,12/21/2010,2010,20101221
10954363,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.100,55.39,12/21/2010,2010,20101221
10954364,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0,55.5,12/21/2010,2010,20101221
10954365,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0,55.70,12/22/2010,2010,20101222
10954366,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0,55.79,12/22/2010,2010,20101222
10954367,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.100,55.89,12/22/2010,2010,20101222
10954370,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.800,55.20,12/8/2011,2011,20111208
10954372,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.699,55.29,12/8/2011,2011,20111208
10954380,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1,55.70,12/10/2011,2011,20111210
10954381,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.100,56.20,12/23/2010,2010,20101223
10954382,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.100,56.39,12/23/2010,2010,20101223
10954383,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.100,56.60,12/24/2010,2010,20101224
10954388,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.200,56.70,6/9/2011,2011,20110609
10954392,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.599,56.89,6/10/2011,2011,20110610
10954393,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.699,56.89,6/10/2011,2011,20110610
10954394,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1,57,6/11/2011,2011,20110611
10954395,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.400,57.39,12/25/2010,2010,20101225
10954396,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.400,57.39,12/25/2010,2010,20101225
10954397,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.5,57.39,12/25/2010,2010,20101225
10954398,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.5,57.39,12/25/2010,2010,20101225
10954399,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,0.599,57.39,12/25/2010,2010,20101225
10954400,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1,57,6/11/2011,2011,20110611
10954401,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1,57.29,6/11/2011,2011,20110611
10954403,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1,55.79,12/10/2011,2011,20111210
10954404,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1,55.79,12/10/2011,2011,20111210
10954406,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.399,56,12/11/2011,2011,20111211
10954408,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.399,56.29,12/11/2011,2011,20111211
10954409,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.399,56,12/11/2011,2011,20111211
10954413,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.5,56.39,12/12/2011,2011,20111212
10954416,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.600,56.5,12/13/2011,2011,20111213
10954424,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1,57,6/11/2011,2011,20110611
10954425,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.3,57.39,6/12/2011,2011,20110612
10954426,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.3,57.29,6/13/2011,2011,20110613
10954427,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.399,57.39,6/13/2011,2011,20110613
10954430,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.100,57.79,12/26/2010,2010,20101226
10954431,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.2,57.79,12/27/2010,2010,20101227
10954433,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.5,57.5,6/14/2011,2011,20110614
10954437,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.7,57.70,6/15/2011,2011,20110615
10954438,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,2,57.89,6/15/2011,2011,20110615
10954439,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.399,58,12/27/2010,2010,20101227
10954441,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.5,58.20,12/27/2010,2010,20101227
10954442,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.600,58.20,12/27/2010,2010,20101227
10954443,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,1.7,58.29,12/28/2010,2010,20101228
10954449,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,2.299,57,12/16/2011,2011,20111216
10954452,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,2,57.89,6/16/2011,2011,20110616
10954453,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,2.600,57,12/16/2011,2011,20111216
10954455,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,2.700,57.10,12/16/2011,2011,20111216
10954458,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,3,57.20,12/17/2011,2011,20111217
10954459,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,2.100,58,6/16/2011,2011,20110616
10954461,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,2.200,58.5,12/29/2010,2010,20101229
10954463,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,2.299,58.10,6/16/2011,2011,20110616
10954464,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,2.299,58.39,12/29/2010,2010,20101229
10954473,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,2.700,58.5,12/30/2010,2010,20101230
10954474,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,2.799,58.70,12/30/2010,2010,20101230
10954476,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,2.899,58.79,12/30/2010,2010,20101230
10954478,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,3.100,57.29,12/17/2011,2011,20111217
10954479,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,3.100,57.29,12/17/2011,2011,20111217
10954480,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,3.299,57.39,12/17/2011,2011,20111217
10954481,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,3.399,57.39,12/18/2011,2011,20111218
10954482,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,3.5,57.5,12/18/2011,2011,20111218
10954483,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,3.5,57.5,12/18/2011,2011,20111218
10954486,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,3,58.29,6/19/2011,2011,20110619
10954487,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,3.299,58.39,6/20/2011,2011,20110620
10954488,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,3.399,58.39,6/20/2011,2011,20110620
10954491,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,3.299,58.79,12/31/2010,2010,20101231
10954492,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,3.299,58.89,12/31/2010,2010,20101231
10954493,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,3.299,58.89,12/31/2010,2010,20101231
10954494,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,3.799,58.5,6/21/2011,2011,20110621
10954495,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,3.899,58.60,6/22/2011,2011,20110622
10954496,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,3.299,59.20,12/31/2010,2010,20101231
10954499,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,3.5,59,12/31/2010,2010,20101231
10954500,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,3.600,59.20,1/1/2011,2011,20110101
10954501,1014,IFREMER and Kelonia,Caretta caretta,Loggerhead,3.600,59.20,12/31/2010,2010,20101231
