oid,dataset_id,provider_name,Species,common_name,lat,lon,date,year
17811431,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,39.79,153.9,7/20/2009,2009
17811432,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,40,153.5,8/20/2011,2011
17811433,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,39.20,154,12/25/2007,2007
17811434,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,39.20,154.4,7/2/2009,2009
17811441,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,39.10,154.8,12/8/2011,2011
17811442,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,39.10,154.8,9/23/2010,2010
17811446,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,39.29,154.6,9/5/2010,2010
17811450,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,39.29,154.5,10/1/2010,2010
17811451,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,39.39,154.6,11/28/2011,2011
17811459,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,39.39,154.5,9/7/2010,2010
17811460,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,39.5,154.8,8/24/2010,2010
17811469,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,39.60,154.5,9/9/2010,2010
17811470,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,39.60,154.1,8/26/2010,2010
17811471,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,39.70,154.4,7/30/2010,2010
17811479,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,39.89,154.4,8/20/2010,2010
17811480,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,39.89,154.0,8/28/2010,2010
17811483,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,39.60,154.5,9/7/2010,2010
17811484,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,39.60,154.5,9/9/2010,2010
17811486,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,39.70,154.5,8/6/2010,2010
17811487,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,39.60,154.5,7/31/2013,2013
17811490,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,39.60,154.9,9/11/2010,2010
17811495,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,39.70,154.6,8/9/2009,2009
17811496,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,39.79,154.8,11/26/2011,2011
17811497,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,39.89,154.5,7/6/2010,2010
17811501,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,39.89,154.9,11/6/2011,2011
17811505,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,40,154.8,8/30/2010,2010
17811506,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.20,155.4,6/22/2010,2010
17811507,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.20,155.4,6/22/2010,2010
17811509,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.29,155.5,2/1/2012,2012
17811510,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.29,155.5,2/1/2012,2012
17811511,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.29,155.8,12/15/2007,2007
17811512,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.39,155.9,12/15/2007,2007
17811513,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.5,155,6/6/2009,2009
17811514,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.5,155.1,6/25/2010,2010
17811515,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.5,155.1,6/25/2010,2010
17811517,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.70,155.5,2/1/2004,2004
17811522,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.79,155.5,2/1/2004,2004
17811523,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.89,155.4,6/25/2010,2010
17811524,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.70,155.5,2/1/2004,2004
17811526,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.79,155.8,5/13/2009,2009
17811528,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.89,155.9,10/16/2011,2011
17811530,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.39,156.5,12/8/2011,2011
17811531,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.10,156.5,3/8/2012,2012
17811532,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.60,156.5,11/7/2010,2010
17811533,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.60,156.1,5/31/2013,2013
17811536,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36,156,10/16/2011,2011
17811537,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.60,157,6/16/2013,2013
17811539,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36,156.8,6/3/2013,2013
17811540,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36,157,6/3/2013,2013
17811541,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.20,157.3,7/16/2013,2013
17811542,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.20,157.5,7/16/2013,2013
17811543,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.39,157.1,6/6/2013,2013
17811545,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.39,157.4,7/16/2013,2013
17811546,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35,157.5,6/21/2013,2013
17811548,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.5,157.5,12/20/2011,2011
17811550,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.60,157.0,6/4/2013,2013
17811551,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.89,157.0,6/3/2013,2013
17811554,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.89,157.5,12/7/2011,2011
17811557,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.10,158.3,12/27/2009,2009
17811558,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.29,158.0,3/10/2012,2012
17811559,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.39,158.1,12/20/2011,2011
17811562,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.5,158.5,12/31/2011,2011
17811566,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36,158.5,1/29/2012,2012
17811567,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.5,158.6,12/31/2011,2011
17811568,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.60,158.5,12/14/2011,2011
17811570,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.70,158.8,12/23/2007,2007
17811571,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.89,158.6,1/12/2012,2012
17811572,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36,158.6,1/29/2012,2012
17811575,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.10,159.8,12/29/2007,2007
17811581,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.39,159.8,4/27/2012,2012
17811583,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.5,160,4/27/2012,2012
17811584,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.60,159.4,1/16/2008,2008
17811585,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.79,159.1,1/12/2012,2012
17811586,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.79,159.1,1/12/2012,2012
17811587,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.79,159.5,1/10/2012,2012
17811593,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.89,159.5,1/26/2008,2008
17811594,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.60,159.6,12/25/2007,2007
17811595,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.60,160,12/19/2007,2007
17811598,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.70,160,2/18/2004,2004
17811599,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.79,159.9,12/19/2007,2007
17811602,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.79,159.5,1/26/2008,2008
17811606,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.89,159.5,1/26/2008,2008
17811607,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,35.89,160,12/23/2007,2007
17811610,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.20,155.4,12/18/2011,2011
17811611,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.29,155.1,6/29/2010,2010
17811616,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.60,155.0,6/18/2010,2010
17811618,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.60,155.5,12/13/2007,2007
17811619,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.79,155.4,5/25/2010,2010
17811622,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.89,155.4,6/22/2009,2009
17811625,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37,155.1,6/8/2009,2009
17811627,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37,155.3,11/29/2007,2007
17811631,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.79,155.5,6/6/2009,2009
17811632,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.79,155.9,12/7/2007,2007
17811636,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.89,155.8,12/7/2007,2007
17811637,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.10,156.0,12/11/2007,2007
17811638,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.20,156.3,5/9/2009,2009
17811643,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.39,156.8,1/21/2012,2012
17811647,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.60,156.1,12/26/2011,2011
17811651,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.79,156.0,12/1/2007,2007
17811658,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.79,156.1,12/15/2007,2007
17811663,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.89,156.0,12/17/2007,2007
17811669,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.70,156.5,12/27/2007,2007
17811670,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.70,156.8,12/3/2007,2007
17811676,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.79,157,1/12/2008,2008
17811679,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.29,157.4,1/5/2012,2012
17811681,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.39,157.3,1/21/2012,2012
17811682,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.20,157.5,12/21/2007,2007
17811684,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.39,157.8,1/14/2008,2008
17811691,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.70,157.4,1/12/2008,2008
17811692,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.79,157,12/3/2007,2007
17811702,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.60,157.6,12/11/2007,2007
17811706,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.79,157.8,12/5/2007,2007
17811707,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.79,157.8,12/5/2007,2007
17811708,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.29,158.4,1/25/2012,2012
17811709,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.29,158.4,1/25/2012,2012
17811711,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36,158.9,1/24/2008,2008
17811712,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.20,158.8,12/15/2007,2007
17811713,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.20,158.8,12/15/2007,2007
17811717,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.39,158.5,12/15/2007,2007
17811718,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.39,158.8,12/19/2007,2007
17811721,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.39,159,12/16/2011,2011
17811727,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.89,158,12/19/2007,2007
17811728,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.70,158.9,12/9/2011,2011
17811733,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.89,158.5,12/8/2012,2012
17811737,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.10,159.3,1/20/2008,2008
17811738,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.20,159.0,5/31/2010,2010
17811739,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.39,159.3,12/15/2007,2007
17811740,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.10,159.5,1/27/2012,2012
17811741,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36,159.8,12/17/2007,2007
17811742,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36,159.9,12/23/2007,2007
17811743,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.29,159.5,1/10/2008,2008
17811744,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.29,159.5,1/6/2008,2008
17811745,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.5,159.0,12/15/2007,2007
17811747,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.70,159.4,12/16/2011,2011
17811748,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,36.79,159,12/7/2007,2007
17811749,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37,155.1,12/13/2007,2007
17811752,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.10,155.0,4/23/2009,2009
17811755,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.20,155.4,10/23/2010,2010
17811759,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.29,155.1,6/22/2009,2009
17811763,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.29,155.1,1/10/2008,2008
17811768,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.20,155.9,12/25/2007,2007
17811771,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.29,155.5,7/1/2010,2010
17811777,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.29,155.6,7/1/2010,2010
17811779,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.5,155.6,5/25/2009,2009
17811787,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.89,155.0,6/27/2010,2010
17811789,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.89,155.4,12/19/2007,2007
17811792,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.5,155.6,1/3/2012,2012
17811807,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,38,155.5,11/12/2011,2011
17811808,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.89,155.8,7/3/2010,2010
17811811,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.10,156.4,12/27/2011,2011
17811812,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.10,156.4,1/12/2008,2008
17811814,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.20,156.1,1/10/2008,2008
17811815,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.20,156.5,6/29/2010,2010
17811818,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.29,156.4,12/28/2011,2011
17811819,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.39,156.3,1/13/2012,2012
17811820,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.29,156.3,12/28/2011,2011
17811821,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.29,156.4,1/13/2012,2012
17811823,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.39,156.3,1/13/2012,2012
17811825,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37,156.5,1/10/2008,2008
17811828,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.20,156.9,1/11/2012,2012
17811830,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.39,156.8,1/16/2012,2012
17811831,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.5,156.0,1/5/2012,2012
17811833,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.60,156.0,5/17/2009,2009
17811834,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.70,156.0,10/27/2010,2010
17811847,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.79,156.6,7/1/2010,2010
17811849,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.79,156.5,7/23/2010,2010
17811856,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.39,157.0,1/11/2012,2012
17811857,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.10,157.5,6/29/2010,2010
17811863,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.79,157.0,5/21/2009,2009
17811864,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.70,157.1,7/19/2010,2010
17811865,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.79,157.1,11/18/2010,2010
17811866,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.89,157.1,7/19/2010,2010
17811869,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.89,157.4,7/17/2010,2010
17811870,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.60,157.6,10/27/2011,2011
17811872,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.70,157.5,12/17/2011,2011
17811875,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.10,158.1,10/23/2011,2011
17811876,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.20,158.1,10/23/2011,2011
17811878,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.10,158.9,7/1/2010,2010
17811879,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.10,158.5,1/2/2008,2008
17811880,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.5,158,7/8/2010,2010
17811881,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,38,158.9,9/27/2010,2010
17811882,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37,159.0,7/1/2010,2010
17811887,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.20,159.9,7/6/2010,2010
17811888,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.20,159.9,7/6/2010,2010
17811892,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.70,159.3,7/10/2010,2010
17811893,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.79,159.4,12/1/2007,2007
17811894,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.79,159.4,12/1/2007,2007
17811896,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,37.79,159.9,12/28/2012,2012
17811897,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,38,159.5,11/28/2012,2012
17811899,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,38,159.9,7/21/2012,2012
17811900,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,38.10,155.0,12/11/2007,2007
17811901,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,38.10,155.0,12/11/2007,2007
17811914,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,38.10,155.9,12/24/2011,2011
17811920,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,38.5,156,7/8/2009,2009
17811921,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,38.60,155.3,8/21/2009,2009
17811922,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,38.70,155.1,10/9/2010,2010
17811923,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,38.89,155.0,9/27/2010,2010
17811924,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,38.89,155.0,9/27/2010,2010
17811927,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,39,155.4,7/1/2013,2013
17811928,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,38.70,155.5,12/11/2011,2011
17811932,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,38.79,155.6,12/27/2011,2011
17811935,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,38.89,155.8,11/27/2010,2010
17811936,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,38,156,12/24/2011,2011
17811937,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,38.20,156.1,10/29/2010,2010
17811939,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,38.39,156.0,12/22/2011,2011
17811940,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,38.29,156.0,12/22/2011,2011
17811941,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,38.39,156,7/5/2010,2010
17811942,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,38.39,156.5,7/7/2010,2010
17811943,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,38.10,157,11/1/2011,2011
17811947,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,38.29,156.8,7/11/2010,2010
17811954,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,38.39,156.5,7/7/2010,2010
17811955,320,NOAA Pacific Islands Fisheries Science Center (PIFSC),Caretta caretta,Loggerhead,38.39,156.9,7/9/2010,2010
